Company,Tax Name,Filed By
Greater York Baptist Church,Pennsylvania Unemployment Insurance Tax,MT
Greater York Baptist Church,Pennsylvania Unemployment Insurance Employee Contribution,MT
KnewtonX Inc,,
"M-Pass, Inc.",,
YONGUE ARCHITECTS PA,,
"Publisher First, Inc.",,
Candid Care Co,,
Five Islands Lobster Co. Inc,Additional Medicare,PF
Five Islands Lobster Co. Inc,Maine State Unemployment Tax,MT
Five Islands Lobster Co. Inc,Maine CSSF,MT
Shyft Technologies Inc.,WA Family and Medical Leave Insurance (Employee),PF
"SignSmith, LLC",,
"Kendall Bergstrom, PC",,
VoltShark LLC,,
Breuer Premium Pet Food Company LLC,,
Avant-garde Health,,
Action Mary,,
"MedPilot Pharmacy, Inc.",,
Daley and Rundle,WA Family and Medical Leave Insurance (Employee),PF
Quality First Remodeling INC.,Federal Income Tax,PF
Quality First Remodeling INC.,Social Security,PF
Quality First Remodeling INC.,Employer Social Security,PF
Quality First Remodeling INC.,Medicare,PF
Quality First Remodeling INC.,Employer Medicare Tax,PF
Quality First Remodeling INC.,Federal Unemployment Tax,PF
Quality First Remodeling INC.,Maryland State Withholding Tax,MT
Quality First Remodeling INC.,Maryland State Unemployment Insurance Tax,MT
Quality First Remodeling INC.,Additional Medicare,PF
Healthy Roots Inc.,,
Salesfolk LLC,,
"Taher Dhoon, DMD, PLLC",,
Growth Steps Inc,,
Sparta Software Corporation,WA Family and Medical Leave Insurance (Employee),PF
Jungla Inc.,,
Calvary Missionary Baptist Church,Federal Income Tax,PF
Calvary Missionary Baptist Church,Social Security,PF
Calvary Missionary Baptist Church,Employer Social Security,PF
Calvary Missionary Baptist Church,Medicare,PF
Calvary Missionary Baptist Church,Employer Medicare Tax,PF
Calvary Missionary Baptist Church,Maryland State Withholding Tax,MT
Calvary Missionary Baptist Church,Additional Medicare,PF
Essential Products,,
"Goddard Technologies, Inc.",,
House2Home Processing LLC,Federal Income Tax,PF
House2Home Processing LLC,Social Security,PF
House2Home Processing LLC,Employer Social Security,PF
House2Home Processing LLC,Medicare,PF
House2Home Processing LLC,Employer Medicare Tax,PF
House2Home Processing LLC,Federal Unemployment Tax,PF
House2Home Processing LLC,Colorado State Unemployment Insurance Tax,MT
House2Home Processing LLC,Colorado State Withholding Tax,MT
House2Home Processing LLC,Additional Medicare,PF
Narrative Company,WA Family and Medical Leave Insurance (Employee),PF
"Dexter Cos, LLC",Additional Medicare,PF
"Dexter Cos, LLC",Georgia State Tax,MT
"Hesperos, Inc.",Federal Income Tax,PF
"Hesperos, Inc.",Social Security,PF
"Hesperos, Inc.",Employer Social Security,PF
"Hesperos, Inc.",Medicare,PF
"Hesperos, Inc.",Employer Medicare Tax,PF
"Hesperos, Inc.",Federal Unemployment Tax,PF
"Hesperos, Inc.",Florida State Unemployment Tax,MT
"OFFOR Health, Inc",,
"Whip 'n Spur, LLC",Federal Income Tax,PF
"Whip 'n Spur, LLC",Social Security,PF
"Whip 'n Spur, LLC",Employer Social Security,PF
"Whip 'n Spur, LLC",Medicare,PF
"Whip 'n Spur, LLC",Employer Medicare Tax,PF
"Whip 'n Spur, LLC",Federal Unemployment Tax,PF
"Whip 'n Spur, LLC",Oregon State Withholding Tax,MT
"Whip 'n Spur, LLC",OR State Unemployment Insurance Tax,MT
"Whip 'n Spur, LLC",Oregon Workers' Benefit Fund (Employer),MT
"Whip 'n Spur, LLC",Oregon Employee Statewide Transit Tax,MT
TPD NEW YORK LLC,,
Rich Hill Anesthesia LLC,Indiana (Township) Fox Chapel Area School District EIT,MT
"Zendrive, Inc",,
Baxter Moerman,,
Vcognition Technologies Inc,,
"DSSV, Inc.",Colorado State Unemployment Insurance Tax,MT
"DSSV, Inc.",Colorado State Withholding Tax,MT
"DSSV, Inc.",Utah State Unemployment Tax,MT
"DSSV, Inc.",Utah State Tax,MT
Ivan Delgado Villa,,
"Cyan Funding, LLC",WA Family and Medical Leave Insurance (Employee),PF
"Baghouse America, Inc.",Florida State Unemployment Tax,MT
"Baghouse America, Inc.",Arizona State Unemployment Tax,MT
"Baghouse America, Inc.",Arizona State Tax,MT
"Presley Public Relations and Marketing, LLC",,
"CloudZero, Inc.",WA Family and Medical Leave Insurance (Employee),PF
"Workato, Inc.",,
"J&M Lab Consulting, LLC",,
Otto's Naturals LLC,,
2Point Solutions Inc.,,
Crystal Project Inc,,
Pools By Mitch,,
"BuildingConnected, Inc.",New York State Unemployment Tax,PF
"BuildingConnected, Inc.",New York Reemployment Fund,PF
"BuildingConnected, Inc.",NY State Disability Insurance (SDI),MT
"BuildingConnected, Inc.",New York State Withholdings Tax,PF
"BuildingConnected, Inc.",California State Tax,PF
"BuildingConnected, Inc.",California State Unemployment Tax,PF
"BuildingConnected, Inc.",California Employment Training Tax,PF
"BuildingConnected, Inc.",CA state disability insurance,PF
"BuildingConnected, Inc.",New York City Tax,PF
"Test Double, LLC",,
"Empower Consulting, LLC",,
Webconnex LLC,California State Tax,PF
Webconnex LLC,California State Unemployment Tax,PF
Webconnex LLC,California Employment Training Tax,PF
Webconnex LLC,CA state disability insurance,PF
Webconnex LLC,OR State Unemployment Insurance Tax,MT
Webconnex LLC,Oregon Workers' Benefit Fund (Employer),MT
Webconnex LLC,Oregon Workers' Benefit Fund (Employee),MT
Gray Matter Business LLC,,
"Little Penny Enterprises, Inc.",WA Family and Medical Leave Insurance (Employee),PF
The New Frontier Research LLC,Alaska Unemployment Insurance Tax (employer portion),MT
The New Frontier Research LLC,Alaska Unemployment Insurance Tax (employee portion),MT
LaCasse Insurance & Financial Services Inc,,
BAO Systems LLC,,
"STIK, Inc.",,
Flicksquad LLC,,
"A Communication Space, PLLC",,
AL Studio LLC,WA Family and Medical Leave Insurance (Employee),PF
TPB Management LLC,,
"Zendrive, Inc",California State Tax,PF
"Zendrive, Inc",California State Unemployment Tax,PF
"Zendrive, Inc",California Employment Training Tax,PF
"Zendrive, Inc",CA state disability insurance,PF
"Zendrive, Inc",Additional Medicare,PF
"Zendrive, Inc",Arizona State Unemployment Tax,MT
"Zendrive, Inc",Arizona State Tax,MT
"Zendrive, Inc",Michigan State Unemployment Tax,MT
"Zendrive, Inc",Michigan State Tax,MT
"Zendrive, Inc",Michigan Obligation Assessment Tax,MT
Project Legacy Inc,,
Daniel Zebroski Consulting LLC,,
Wear Your Voice Inc,,
Localfluence Inc,Utah State Unemployment Tax,MT
Localfluence Inc,Utah State Tax,MT
Localfluence Inc,Additional Medicare,PF
Localfluence Inc,Arizona State Unemployment Tax,MT
Localfluence Inc,Arizona State Tax,MT
Localfluence Inc,Oregon State Withholding Tax,MT
Localfluence Inc,OR State Unemployment Insurance Tax,MT
Localfluence Inc,Trimet Excise Tax,MT
Localfluence Inc,Oregon Workers' Benefit Fund (Employer),MT
Localfluence Inc,Oregon Workers' Benefit Fund (Employee),MT
Localfluence Inc,Oregon Employee Statewide Transit Tax,MT
MugenKioku Corporation,,
Sequim Counseling LLC,WA Family and Medical Leave Insurance (Employee),PF
Sequim Counseling LLC,WA Family and Medical Leave Insurance (Employer),PF
WorkSafe-USA Inc,Lower Allen (Township) West Shore School District EIT,MT
WorkSafe-USA Inc,Lower Allen (Township) West Shore School District LST,MT
WorkSafe-USA Inc,Homer City (Borough) Horner-Center School District EIT,MT
WorkSafe-USA Inc,Homer City (Borough) Horner-Center School District LST,MT
Rank One Computing Corporation,,
Matt Jonza Agency Inc.,,
"Spruce Up, Inc.",,
Otto's Naturals LLC,,
"Cypress Point Capital Management, LLC",,
"Segment.io, Inc.",,
Maple Valley Acupuncture,WA Family and Medical Leave Insurance (Employer),PF
Maple Valley Acupuncture,Washington State Unemployment Tax,PF
Maple Valley Acupuncture,Washington Employment Admin Fund,PF
Maple Valley Acupuncture,Washington Workers' Comp Insurance - Employee,PF
Maple Valley Acupuncture,Washington Workers' Comp Insurance - Employer,PF
"V M Concrete, Inc",Federal Income Tax,PF
"V M Concrete, Inc",Social Security,PF
"V M Concrete, Inc",Employer Social Security,PF
"V M Concrete, Inc",Medicare,PF
"V M Concrete, Inc",Employer Medicare Tax,PF
"V M Concrete, Inc",Federal Unemployment Tax,PF
"V M Concrete, Inc",Oklahoma State Unemployment Tax,MT
"V M Concrete, Inc",Oklahoma State Income Tax,MT
Southern Conservation Trust,Federal Income Tax,PF
Southern Conservation Trust,Social Security,PF
Southern Conservation Trust,Employer Social Security,PF
Southern Conservation Trust,Medicare,PF
Southern Conservation Trust,Employer Medicare Tax,PF
Southern Conservation Trust,Georgia State Unemployment Tax,MT
Southern Conservation Trust,Georgia Administrative Assessment Tax,MT
Southern Conservation Trust,Georgia State Tax,MT
Southern Conservation Trust,Additional Medicare,PF
"INTEGRAL CHIROPRACTIC N.Y.C., P.L.L.C.",,
ECA SOLAR LLC,,
"TDB Bowling Enterprises, LLC",,
"Galactic Fog IP, INC",,
NC Construction,,
Yerondopoulos Dental Inc,,
"Rapid External Solutions, Inc.",Federal Income Tax,PF
"Rapid External Solutions, Inc.",Social Security,PF
"Rapid External Solutions, Inc.",Employer Social Security,PF
"Rapid External Solutions, Inc.",Medicare,PF
"Rapid External Solutions, Inc.",Employer Medicare Tax,PF
"Rapid External Solutions, Inc.",Federal Unemployment Tax,PF
"Rapid External Solutions, Inc.",Florida State Unemployment Tax,MT
"Rapid External Solutions, Inc.",Arizona State Unemployment Tax,MT
"Rapid External Solutions, Inc.",Arizona State Tax,MT
"Rapid External Solutions, Inc.",Connecticut State Tax,MT
"Rapid External Solutions, Inc.",Michigan State Tax,MT
"KOR Water, Inc.",WA Family and Medical Leave Insurance (Employee),PF
Christopher Ryan LLC,,
FGE Power Management Corporation,Federal Income Tax,PF
FGE Power Management Corporation,Social Security,PF
FGE Power Management Corporation,Employer Social Security,PF
FGE Power Management Corporation,Medicare,PF
FGE Power Management Corporation,Employer Medicare Tax,PF
FGE Power Management Corporation,Additional Medicare,PF
"Issaquah Law Group, PLLC",,
The Coven,Federal Income Tax,PF
The Coven,Social Security,PF
The Coven,Employer Social Security,PF
The Coven,Medicare,PF
The Coven,Employer Medicare Tax,PF
The Coven,Federal Unemployment Tax,PF
The Coven,Minnesota State Withholding Tax,MT
The Coven,Minnesota Unemployment Insurance Tax,MT
The Coven,Minnesota State Unemployment Insurance Surcharge,MT
The Coven,Additional Medicare,PF
L & J Reynolds 3 LLC,WA Family and Medical Leave Insurance (Employee),PF
GhostRanch Communications,Michigan State Unemployment Tax,MT
GhostRanch Communications,Michigan Obligation Assessment Tax,MT
SIMBA HEALTH LLC,,
"Project Canary, Inc",,
Signostics Inc.,WA Family and Medical Leave Insurance (Employee),PF
OMNIANTE ENTERPRISES LLC,WA Family and Medical Leave Insurance (Employee),PF
"Fond Technologies, Inc.",Additional Medicare,PF
"Fond Technologies, Inc.",Florida State Unemployment Tax,MT
"Fond Technologies, Inc.",South Carolina State Withholding Tax,MT
"Fond Technologies, Inc.",South Carolina State Unemployment Insurance Tax,MT
"Fond Technologies, Inc.",South Carolina State Unemployment Insurance Surcharge,MT
Capella Space,,
Virtuix Inc,,
Common Networks Inc.,,
"LionDesk, LLC",California State Tax,PF
"LionDesk, LLC",California State Unemployment Tax,PF
"LionDesk, LLC",California Employment Training Tax,PF
"LionDesk, LLC",CA state disability insurance,PF
"LionDesk, LLC",New York State Unemployment Tax,PF
"LionDesk, LLC",New York Reemployment Fund,PF
"Ridgeline Construction Group, Inc",,
"BFC Breck, LLC",Federal Income Tax,PF
"BFC Breck, LLC",Social Security,PF
"BFC Breck, LLC",Employer Social Security,PF
"BFC Breck, LLC",Medicare,PF
"BFC Breck, LLC",Employer Medicare Tax,PF
"BFC Breck, LLC",Federal Unemployment Tax,PF
"BFC Breck, LLC",Colorado State Unemployment Insurance Tax,MT
"BFC Breck, LLC",Colorado State Withholding Tax,MT
"BFC Breck, LLC",Additional Medicare,PF
Friends of NOPL,Louisiana Unemployment Insurance Tax,MT
Friends of NOPL,Additional Medicare,PF
Faith Bible Church,,
Moonlight Consulting Inc.,,
Denver Center for Birth and Wellness LLC,,
Rush Fisheries LLC,WA Family and Medical Leave Insurance (Employee),PF
Rush Fisheries LLC,WA Family and Medical Leave Insurance (Employer),PF
Beehive Hair Studio,,
Slopes Marketing,,
Sensorhound Inc.,,
SIP CREATIVES LLC,,
"New Frontier Nomads, LLC",,
Backup Plumbing LLC,Kentucky Unemployment Tax,MT
Revamp Engineering Inc,,
Western Landowners Alliance,Federal Income Tax,PF
Western Landowners Alliance,Social Security,PF
Western Landowners Alliance,Employer Social Security,PF
Western Landowners Alliance,Medicare,PF
Western Landowners Alliance,Employer Medicare Tax,PF
Western Landowners Alliance,Colorado State Unemployment Insurance Tax,MT
Western Landowners Alliance,Colorado State Withholding Tax,MT
Western Landowners Alliance,Additional Medicare,PF
"Dr. Assist, Inc.",,
Shannon Solie Therapy Inc.,,
Humu,,
District Capital LLC,Federal Income Tax,PF
District Capital LLC,Social Security,PF
District Capital LLC,Employer Social Security,PF
District Capital LLC,Medicare,PF
District Capital LLC,Employer Medicare Tax,PF
District Capital LLC,Federal Unemployment Tax,PF
District Capital LLC,Michigan State Tax,MT
District Capital LLC,Detroit City Tax,MT
Whidbey Millhouse LLC,Federal Income Tax,PF
Whidbey Millhouse LLC,Social Security,PF
Whidbey Millhouse LLC,Employer Social Security,PF
Whidbey Millhouse LLC,Medicare,PF
Whidbey Millhouse LLC,Employer Medicare Tax,PF
Whidbey Millhouse LLC,Federal Unemployment Tax,PF
Whidbey Millhouse LLC,Washington State Unemployment Tax,PF
Whidbey Millhouse LLC,Washington Employment Admin Fund,PF
Whidbey Millhouse LLC,Additional Medicare,PF
Whidbey Millhouse LLC,WA Family and Medical Leave Insurance (Employee),PF
Whidbey Millhouse LLC,WA Family and Medical Leave Insurance (Employer),PF
MediaAgility Inc,,
CDS REAL ESTATE LLC,"Denver OPT, for employers",MT
CDS REAL ESTATE LLC,"Denver OPT, for employees",MT
"Jennifer M Coates, PLLC",,
"Big Rainforest, Inc.",,
Information Clarity LLC,Texas State Unemployment Tax,PF
Information Clarity LLC,Virginia Income Tax,MT
Information Clarity LLC,Virginia Unemployment Insurance Tax,MT
JetClosing Inc,,
R & R Yacht LLC,Georgia State Unemployment Tax,MT
R & R Yacht LLC,Georgia Administrative Assessment Tax,MT
R & R Yacht LLC,Georgia State Tax,MT
R & R Yacht LLC,Florida State Unemployment Tax,MT
Morella Hammer,,
"Badger Maps, Inc",,
HMFDF Inc,,
Southern Horticulture Group LLC,,
Molly's Salads LLC,,
LBJ Metals,,
Broadway Church of the Nazarene,,
"Onepanel, Inc.",WA Family and Medical Leave Insurance (Employee),PF
Rapid Heating & Cooling,,
Clause,New York State Unemployment Tax,PF
Clause,New York Reemployment Fund,PF
Clause,NY State Disability Insurance (SDI),MT
Clause,New York State Withholdings Tax,PF
Clause,Additional Medicare,PF
Clause,Texas State Unemployment Tax,PF
LifeFuels,,
Lannister Consulting LLC,,
Launch Angels Management Company,,
"Kendall Bergstrom, PC",,
Los Angeles County Bicycling Coalition,,
Gutter Maintenance Pro,,
LIBERTY SUN INC,"Aurora OPT, for employees",MT
LIBERTY SUN INC,"Aurora OPT, for employers",MT
"Degree, Inc.",,
Airpoints Inc,,
"GRP Media, Inc.",,
Driver Network Services,,
Waste to Energy Partners,Colorado State Unemployment Insurance Tax,MT
Waste to Energy Partners,Colorado State Withholding Tax,MT
Waste to Energy Partners,New Jersey State Tax,MT
Waste to Energy Partners,Florida State Unemployment Tax,MT
Waste to Energy Partners,NJ State Unemployment Tax,MT
Waste to Energy Partners,NJ Workforce Development/Supplemental Work Force,MT
Waste to Energy Partners,New Jersey State Unemployment Insurance,MT
Waste to Energy Partners,NJ Family Leave Insurance,MT
Waste to Energy Partners,New Jersey State Disability Insurance,MT
Waste to Energy Partners,New Jersey Employer SDI,MT
Taxapro Accounting Firm LLC,Florida State Unemployment Tax,MT
Ada's Discovery LLC,WA Family and Medical Leave Insurance (Employee),PF
SailCommerce Inc,,
Kaffeehaus de Châtillon,WA Family and Medical Leave Insurance (Employee),PF
NRMedia Group,,
Simonitsch LLC dba Sir Grout and Tile Services,,
"Virtual Post Solutions, Inc.",DE Wilmington Earned Income Tax,MT
"About U, LLC",,
Commit2FitNow LLC,,
Telepath Inc,,
We Dog Care,,
"Vuevent, Inc.",,
"Anjuna Partners, LLC",,
Codex Labs Inc,,
"KCH & Co, P.C.",Social Security,PF
"KCH & Co, P.C.",Employer Social Security,PF
"KCH & Co, P.C.",Medicare,PF
"KCH & Co, P.C.",Employer Medicare Tax,PF
"KCH & Co, P.C.",Additional Medicare,PF
"KCH & Co, P.C.",NY Family Leave Insurance,MT
Cellutions PLLC,WA Family and Medical Leave Insurance (Employee),PF
Cellutions PLLC,WA Family and Medical Leave Insurance (Employer),PF
Charles Michael Kirtley,,
"West Franklin Sod Farm, LLC",Additional Medicare,PF
"West Franklin Sod Farm, LLC",Oklahoma State Unemployment Tax,MT
"Finnest, Inc",,
"DSSV, Inc.",Colorado State Unemployment Insurance Tax,MT
"DSSV, Inc.",Colorado State Withholding Tax,MT
"DSSV, Inc.",Utah State Unemployment Tax,MT
"DSSV, Inc.",Utah State Tax,MT
"Ubio Labs, Inc.",WA Family and Medical Leave Insurance (Employee),PF
Vest Technologies Inc.,,
"Still Life Studio, Inc.",,
"Appspace, Inc",,
ngrok LLC,WA Family and Medical Leave Insurance (Employee),PF
"Bamboo Technologies, Inc.",WA Family and Medical Leave Insurance (Employee),PF
"David Stern, DDS, LLC",,
CHANGEWATER LABS INC,,
SIGNAL HQ LLC,,
"InnoVentures Capital Management, Inc.",,
Flywheel Data,,
Cognitive Robotics,,
Sagan Works Inc.,,
GearLaunch Inc.,Utah State Tax,MT
GearLaunch Inc.,Additional Medicare,PF
GearLaunch Inc.,California State Tax,PF
GearLaunch Inc.,California State Unemployment Tax,PF
GearLaunch Inc.,California Employment Training Tax,PF
GearLaunch Inc.,CA state disability insurance,PF
GearLaunch Inc.,Colorado State Unemployment Insurance Tax,MT
GearLaunch Inc.,Colorado State Withholding Tax,MT
"Core Human Factors, Inc.",Federal Income Tax,PF
"Core Human Factors, Inc.",Social Security,PF
"Core Human Factors, Inc.",Employer Social Security,PF
"Core Human Factors, Inc.",Medicare,PF
"Core Human Factors, Inc.",Employer Medicare Tax,PF
"Core Human Factors, Inc.",Federal Unemployment Tax,PF
"Core Human Factors, Inc.",Additional Medicare,PF
"Core Human Factors, Inc.",Pennsylvania Withholding Tax,MT
Cuyana Inc,,
LoSoMo Inc.,Florida State Unemployment Tax,MT
LoSoMo Inc.,Additional Medicare,PF
LoSoMo Inc.,Colorado State Unemployment Insurance Tax,MT
LoSoMo Inc.,Colorado State Withholding Tax,MT
SACO Inc,,
"American Print Consultants, LLC",Additional Medicare,PF
"American Print Consultants, LLC",Pennsylvania Unemployment Insurance Tax,MT
"American Print Consultants, LLC",Pennsylvania Withholding Tax,MT
"American Print Consultants, LLC",Pennsylvania Unemployment Insurance Employee Contribution,MT
"American Print Consultants, LLC",Chambersburg (Borough) Chambersburg Area School District EIT,MT
"American Print Consultants, LLC",Chambersburg (Borough) Chambersburg Area School District LST,MT
"American Print Consultants, LLC",Indiana State Withholding Tax,MT
"American Print Consultants, LLC",Lawrence County Tax,MT
"American Print Consultants, LLC",Indiana State Unemployment Insurance Tax,MT
EVELO Inc,,
S2N Health LLC,,
Abby Lee Events,,
Green Spark Group LLC,,
ITS ABOUT YOU SERVICE INC,Federal Income Tax,PF
