Company,Panda Link,Tax Name,Master Tax ID,Original Subject Wages,Original Gross Subject Wages,Original Amount,Corrected Subject Wages,Corrected Gross Subject Wages,Corrected Amount,Payment Amount,Comments,Unique ID,Period Requested,Y / Q,Tier,Wage diff,Gross wage diff,Tax Diff,Prepaid?,Type,Tax Lib,MasterTax Major,MT Paper/Efile,Reviewer,Week,Start Time,End Time,Status,Payment Made?,Fake News?,Notes,Root Cause,Helper,TRes
A Better Day Counseling LLC,https://app.gusto.com/panda/companies/7757616923676536,South Carolina State Withholding Tax,SC0000-001,"$1,027.00","$1,027.00",$0.00,"$1,002.00","$1,002.00",$0.00,$0.00,"\Mark company return for Q2 2019 as needing amendment\ Marking Q2 2019 for amendment as a result of removing company contributions for 3 employees from the Gradifi imputed pay benefit.   (baird.davis@gusto.com at Oct 10, 2019 at  2:38 PM)",2019243748.6097222222SC0000-0017757616923676536,10/4/2019,2019 2,Tier 2,-$25.00,-$25.00,$0.00,No,SW reduction,"Employee was overpaid wages, funds have been recouped",SC0000-001,Manual,,,,,,,,,,,
A Better Day Counseling LLC,https://app.gusto.com/panda/companies/7757616923676536,South Carolina State Unemployment Insurance Tax,SC0000-010,"$1,027.00","$1,027.00",$8.94,"$1,002.00","$1,002.00",$8.72,$0.00,"\Mark company return for Q2 2019 as needing amendment\ Marking Q2 2019 for amendment as a result of removing company contributions for 3 employees from the Gradifi imputed pay benefit.   (baird.davis@gusto.com at Oct 10, 2019 at  2:38 PM)",2019243748.6097222222SC0000-0107757616923676536,10/4/2019,2019 2,Tier 2,-$25.00,-$25.00,-$0.22,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",SC0000-010,Paper,Baker,12/2/2019,,12/6/2019,Needs Printing,No,No,need to print,Reversal,,9.0
"A Crowded Coop, LLC",https://app.gusto.com/panda/companies/7757616923608299,Virginia Unemployment Insurance Tax,VA0000-010,$0.00,"$11,908.26",$0.00,"$8,000.00","$19,847.10",$200.80,$0.00,"marking for amendment because one employee should have been listed in VA instead of WA (kelly.harrison@gusto.com at Apr 22, 2019 at  7:13 AM)",2019143577.2930555556VA0000-0107757616923608299,4/19/2019,2019 1,Tier 1,"$8,000.00","$7,938.84",$200.80,Yes,SW increase,"Administrative error, employee payroll was not included on the original return",VA0000-010,Paper,Ben,12/9/2019,,12/10/2019,Done,No,No,Done,State Tax,,33.0
"A New Initiative, Inc.",https://app.gusto.com/panda/companies/7757616923750593,Maryland State Unemployment Insurance Tax,MD0000-010,$0.00,$0.00,$0.00,$0.00,"$86,436.72",$0.00,$0.00,"\Mark company return for Q2 2019 as needing amendment\ Original filing did not show subject wages and amounts for social security and medicare tax for Jordan K. when he should have been liable for these taxes. This amendment reflects the corrected totals (04017314)  (megan.redmond@gusto.com at Oct 29, 2019 at 11:35 AM)",2019243767.4756944444MD0000-0107757616923750593,10/25/2019,2019 2,Tier 1,$0.00,"$86,436.72",$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",MD0000-010,Paper,Kinzi,12/9/2019,,,Need Import,No,No,,Exemption,,
A Packet LLC,https://app.gusto.com/panda/companies/7757616923800829,Kansas State Unemployment Tax,KS0000-010,"$9,200.00","$9,200.00",$248.40,$0.00,$0.00,$0.00,-$248.40,,2019343763.3534722222KS0000-0107757616923800829,10/25/2019,2019 3,Tier 1,"-$9,200.00","-$9,200.00",-$248.40,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",KS0000-010,Paper,Helper,12/9/2019,,,Need Import,No,No,need import to MT,,"Helper,Baker",
"A Pro IT, LLC",https://app.gusto.com/panda/companies/7757616923484065,Colorado State Withholding Tax,CO0000-001,"$41,383.50","$41,383.50",$936.00,"$21,147.00","$21,147.00",$936.00,$0.00,"Amendment required to lower subject wages due to incorrect GTL benefit amounts. (via 02865413) (todd.dowdy@gusto.com at May 23, 2019 at 12:30 PM)",2019143608.5222222222CO0000-0017757616923484065,5/17/2019,2019 1,Tier 1,"-$20,236.50","-$20,236.50",$0.00,No,SW reduction,"Employee was overpaid wages, funds have been recouped",CO0000-001,Conga,,,,,,,,,,,
"A QualityBrandsGuaranteed, LLC",https://app.gusto.com/panda/companies/7757616923762251,Georgia Administrative Assessment Tax,GA0000-128,"$1,310.00","$1,310.00",$0.79,"$3,715.00","$3,715.00",$2.23,$1.44,"Amending to add payroll information and taxes that were missed in the original filing (victoria.rod@gusto.com at Jul 23, 2019 at  9:02 AM)",2019243669.375GA0000-0107757616923762251,7/19/2019,2019 2,Tier 1,"$2,405.00","$2,405.00",$1.44,No,SW increase,"Administrative error, employee payroll was not included on the original return",GA0000-010,Paper,Baker,12/9/2019,,12/9/2019,Done,Yes,No,sent 12/10,External,,20.0
"A QualityBrandsGuaranteed, LLC",https://app.gusto.com/panda/companies/7757616923762251,Georgia State Unemployment Tax,GA0000-010,"$1,310.00","$1,310.00",$34.58,"$3,715.00","$3,715.00",$98.07,$63.49,"Amending to add payroll information and taxes that were missed in the original filing (victoria.rod@gusto.com at Jul 23, 2019 at  9:02 AM)",2019243669.375GA0000-0107757616923762251,7/19/2019,2019 2,Tier 1,"$2,405.00","$2,405.00",$63.49,No,SW increase,"Administrative error, employee payroll was not included on the original return",GA0000-010,Paper,Baker,12/9/2019,,12/9/2019,Done,Yes,No,sent 12/10,External,,20.0
"A QualityBrandsGuaranteed, LLC",https://app.gusto.com/panda/companies/7757616923762251,Georgia State Tax,GA0000-001,"$1,310.00","$1,310.00",$41.95,"$3,715.00","$3,715.00",$102.17,$60.22,"Amending to add payroll information and taxes that were missed in the original filing (victoria.rod@gusto.com at Jul 23, 2019 at  9:02 AM)",2019243669.375GA0000-0017757616923762251,7/19/2019,2019 2,Tier 2,"$2,405.00","$2,405.00",$60.22,No,SW increase,"Administrative error, employee payroll was not included on the original return",GA0000-001,Hand Key,Garrett,12/9/2019,,,,,,,,,
AAction Home Repairs Inc,https://app.gusto.com/panda/companies/7757616923784663,Maryland State Withholding Tax,MD0000-001,"$214,543.41","$214,543.41","$12,018.78","$217,135.71","$217,135.71","$12,128.85",$0.00,,2019343768.4493055556MD0000-0017757616923784663,10/25/2019,2019 3,Tier 2,"$2,592.30","$2,592.30",$110.07,Yes,SW increase,"Administrative error, employee payroll was not included on the original return",MD0000-001,Conga,,,,,,,,,,,
AAction Home Repairs Inc,https://app.gusto.com/panda/companies/7757616923784663,Maryland State Unemployment Insurance Tax,MD0000-010,"$40,952.24","$214,543.41",$122.89,"$40,952.24","$217,135.71",$122.89,$0.00,,2019343768.4493055556MD0000-0107757616923784663,10/25/2019,2019 3,Tier 1,$0.00,"$2,592.30",$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",MD0000-010,Paper,Kinzi,12/9/2019,,12/10/2019,Done,No,Yes,original filing was not successful  - cannot amend,External,,6.0
Able Health Inc.,https://app.gusto.com/panda/companies/7757616923643111,Michigan State Tax,MI0000-001,$0.00,$0.00,$0.00,"$4,372.31","$4,372.31",$115.70,$0.00,"Marking Q1 for amendment as a result of removing wages from CA because one employee was located in the wrong state   (gavin.lacroix@gusto.com at Jun 19, 2019 at 11:33 AM)",2019143635.4784722222MI0000-0017757616923643111,6/14/2019,2019 1,Tier 3,"$4,372.31","$4,372.31",$115.70,Yes,SW increase,"Administrative error, employee payroll was not included on the original return",MI0000-001,Hand Key,Ben,12/9/2019,,12/9/2019,Done,No,Yes,No Original File,State Tax,,25.0
Able Health Inc.,https://app.gusto.com/panda/companies/7757616923643111,Michigan Obligation Assessment Tax,MI0000-129,$0.00,$0.00,$0.00,"$4,461.54","$4,461.54",$51.75,$0.00,"Marking Q1 for amendment as a result of removing wages from CA because one employee was located in the wrong state   (gavin.lacroix@gusto.com at Jun 19, 2019 at 11:33 AM)",2019143635.4784722222MI0000-0107757616923643111,6/14/2019,2019 1,Tier 1,"$4,461.54","$4,461.54",$51.75,Yes,SW increase,"Administrative error, employee payroll was not included on the original return",MI0000-010,Hand Key,,,,,,,,,,,
Able Health Inc.,https://app.gusto.com/panda/companies/7757616923643111,Michigan State Unemployment Tax,MI0000-010,$0.00,$0.00,$0.00,"$4,461.54","$4,461.54",$120.46,$0.00,"Marking Q1 for amendment as a result of removing wages from CA because one employee was located in the wrong state   (gavin.lacroix@gusto.com at Jun 19, 2019 at 11:33 AM)",2019143635.4784722222MI0000-0107757616923643111,6/14/2019,2019 1,Tier 1,"$4,461.54","$4,461.54",$120.46,Yes,SW increase,"Administrative error, employee payroll was not included on the original return",MI0000-010,Hand Key,,,,,,,,,,,
"About Time Machining, Inc.",https://app.gusto.com/panda/companies/7757616923683058,Minnesota State Unemployment Insurance Surcharge,MN0000-128,"$132,105.75","$207,584.77",$132.08,"$141,348.73","$225,607.23",$141.33,$9.25,,2019343749.4375MN0000-0107757616923683058,10/11/2019,2019 3,Tier 1,"$9,242.98","$18,022.46",$9.25,No,SW increase,"Administrative error, employee payroll was not included on the original return",MN0000-010,Hand Key,Maggie,12/9/2019,,12/12/2019,Done,Yes,No,5041410_121219151654,External,,8.0
"About Time Machining, Inc.",https://app.gusto.com/panda/companies/7757616923683058,Minnesota Unemployment Insurance Tax,MN0000-010,"$132,105.75","$207,584.77","$4,240.62","$141,348.73","$225,607.23","$4,537.32",$296.70,,2019343749.4375MN0000-0107757616923683058,10/11/2019,2019 3,Tier 1,"$9,242.98","$18,022.46",$296.70,No,SW increase,"Administrative error, employee payroll was not included on the original return",MN0000-010,Hand Key,Maggie,12/9/2019,,12/12/2019,Done,Yes,No,5041410_121219151654,External,,8.0
"About Time Machining, Inc.",https://app.gusto.com/panda/companies/7757616923683058,Minnesota State Withholding Tax,MN0000-001,"$197,673.73","$197,673.73","$9,372.00","$214,909.14","$214,909.14","$10,154.00",$782.00,,2019343749.4375MN0000-0017757616923683058,10/11/2019,2019 3,Tier 2,"$17,235.41","$17,235.41",$782.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",MN0000-001,Hand Key,Ian,12/9/2019,,12/14/2019,Done,Yes,,	0-220-722-208,External,,9.0
"Absolute Health & Performance, Inc.",https://app.gusto.com/panda/companies/7757616923632756,North Carolina State Unemployment Tax,NC0000-010,$0.00,$0.00,$0.00,"$2,804.13","$2,804.13",$28.05,$28.05,"Marking for amendment - backed out California subject wages effective 7/1/18 for employee: Francis Dizon and reallocated to North Carolina 02839566 (grace.buckley@gusto.com at Apr 22, 2019 at  1:48 PM)",2019143577.5652777778NC0000-0107757616923632756,4/19/2019,2019 1,Tier 1,"$2,804.13","$2,804.13",$28.05,No,SW increase,"Administrative error, employee payroll was not included on the original return",NC0000-010,Paper,Ben,12/9/2019,,12/10/2019,Done,Yes,No,Paid (EFT) -217618180 - Done,State Tax,,33.0
"Absolute Health & Performance, Inc.",https://app.gusto.com/panda/companies/7757616923632756,North Carolina State Tax,NC0000-001,$0.00,$0.00,$0.00,"$2,734.41","$2,734.41",$0.00,$0.00,"Marking for amendment - backed out California subject wages effective 7/1/18 for employee: Francis Dizon and reallocated to North Carolina 02839566 (grace.buckley@gusto.com at Apr 22, 2019 at  1:48 PM)",2019143577.5652777778NC0000-0017757616923632756,4/19/2019,2019 1,Tier 3,"$2,734.41","$2,734.41",$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",NC0000-001,Paper,Baker,12/9/2019,,12/11/2019,Done,No,Yes,No tax change.,State Tax,,33.0
AccelaSchool LLC,https://app.gusto.com/panda/companies/7757616923568058,North Carolina State Tax,NC0000-001,"$27,070.91","$27,070.91","$1,305.00","$3,912.66","$3,912.66",$189.00,$0.00,"We corrected previously reported wages to account for a backdated employee relocation from NC to PA. Amending returns to reflect the corrected totals. - 03412685 (breanne.macnaughton@gusto.com at Aug 19, 2019 at  1:04 PM) Reversed Q2 over deductions for pre tax dental and vision for EE Michael. Need to amend Q2 (Per Case 03627306) (austin.breedlove@gusto.com at Sep 25, 2019 at  3:39 PM)",2019243696.5402777778NC0000-0017757616923568058,8/16/2019,2019 2,Tier 3,"-$23,158.25","-$23,158.25","-$1,116.00",Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",NC0000-001,Paper,Baker,12/9/2019,,,Done,No,No,sent 12/12,State Tax,,
AccelaSchool LLC,https://app.gusto.com/panda/companies/7757616923568058,South Fayette (Township) South Fayette Twp School District LST,PA2433-051,"$102,661.89","$102,661.89",$84.00,"$126,650.90","$126,650.90",$96.00,$12.00,"We corrected previously reported wages to account for a backdated employee relocation from NC to PA. Amending returns to reflect the corrected totals. - 03412685 (breanne.macnaughton@gusto.com at Aug 19, 2019 at  1:04 PM) Reversed Q2 over deductions for pre tax dental and vision for EE Michael. Need to amend Q2 (Per Case 03627306) (austin.breedlove@gusto.com at Sep 25, 2019 at  3:39 PM)",2019243696.5402777778PA2433-0517757616923568058,8/16/2019,2019 2,Tier 3,"$23,989.01","$23,989.01",$12.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",PA2433-051,Manual,,,,,,,,,,,
AccelaSchool LLC,https://app.gusto.com/panda/companies/7757616923568058,Pennsylvania Unemployment Insurance Tax,PA0000-010,"$10,281.54","$119,562.83",$278.29,"$10,281.54","$147,255.11",$278.29,$0.00,"We corrected previously reported wages to account for a backdated employee relocation from NC to PA. Amending returns to reflect the corrected totals. - 03412685 (breanne.macnaughton@gusto.com at Aug 19, 2019 at  1:04 PM) Reversed Q2 over deductions for pre tax dental and vision for EE Michael. Need to amend Q2 (Per Case 03627306) (austin.breedlove@gusto.com at Sep 25, 2019 at  3:39 PM)",2019243696.5402777778PA0000-0107757616923568058,8/16/2019,2019 2,Tier 3,$0.00,"$27,692.28",$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",PA0000-010,e-File,Garrett,12/9/2019,,12/10/2019,Done,Yes,No,Done,Benefit,,16.0
AccelaSchool LLC,https://app.gusto.com/panda/companies/7757616923568058,North Carolina State Unemployment Tax,NC0000-010,$0.00,"$28,040.13",$0.00,$0.00,"$4,051.12",$0.00,$0.00,"We corrected previously reported wages to account for a backdated employee relocation from NC to PA. Amending returns to reflect the corrected totals. - 03412685 (breanne.macnaughton@gusto.com at Aug 19, 2019 at  1:04 PM) Reversed Q2 over deductions for pre tax dental and vision for EE Michael. Need to amend Q2 (Per Case 03627306) (austin.breedlove@gusto.com at Sep 25, 2019 at  3:39 PM)",2019243696.5402777778NC0000-0107757616923568058,8/16/2019,2019 2,Tier 1,$0.00,"-$23,989.01",$0.00,No,SW reduction,"Employee was overpaid wages, funds have been recouped",NC0000-010,Paper,Ben,12/9/2019,,12/10/2019,Done,No,No,Done,State Tax,,16.0
AccelaSchool LLC,https://app.gusto.com/panda/companies/7757616923568058,South Fayette (Township) South Fayette Twp School District EIT,PA2433-001,"$116,704.23","$116,704.23","$1,704.59","$140,693.24","$140,693.24","$1,944.47",$239.88,"We corrected previously reported wages to account for a backdated employee relocation from NC to PA. Amending returns to reflect the corrected totals. - 03412685 (breanne.macnaughton@gusto.com at Aug 19, 2019 at  1:04 PM) Reversed Q2 over deductions for pre tax dental and vision for EE Michael. Need to amend Q2 (Per Case 03627306) (austin.breedlove@gusto.com at Sep 25, 2019 at  3:39 PM)",2019243696.5402777778PA9912-EIT7757616923568058,8/16/2019,2019 2,Tier 3,"$23,989.01","$23,989.01",$239.88,No,SW increase,"Administrative error, employee payroll was not included on the original return",PA9912-EIT,Manual,,,,,,,,,,,
AccelaSchool LLC,https://app.gusto.com/panda/companies/7757616923568058,Pennsylvania Unemployment Insurance Employee Contribution,PA0000-020,"$119,562.83","$119,562.83",$71.75,"$147,255.11","$147,255.11",$88.37,$16.62,"We corrected previously reported wages to account for a backdated employee relocation from NC to PA. Amending returns to reflect the corrected totals. - 03412685 (breanne.macnaughton@gusto.com at Aug 19, 2019 at  1:04 PM) Reversed Q2 over deductions for pre tax dental and vision for EE Michael. Need to amend Q2 (Per Case 03627306) (austin.breedlove@gusto.com at Sep 25, 2019 at  3:39 PM)",2019243696.5402777778PA0000-0107757616923568058,8/16/2019,2019 2,Tier 3,"$27,692.28","$27,692.28",$16.62,No,SW increase,"Administrative error, employee payroll was not included on the original return",PA0000-010,e-File,Garrett,12/9/2019,,12/10/2019,Done,Yes,No,Done,Benefit,,16.0
AccelaSchool LLC,https://app.gusto.com/panda/companies/7757616923568058,Pennsylvania Withholding Tax,PA0000-001,"$116,704.23","$116,704.23","$3,582.54","$140,693.24","$140,693.24","$3,582.54",$0.00,"We corrected previously reported wages to account for a backdated employee relocation from NC to PA. Amending returns to reflect the corrected totals. - 03412685 (breanne.macnaughton@gusto.com at Aug 19, 2019 at  1:04 PM) Reversed Q2 over deductions for pre tax dental and vision for EE Michael. Need to amend Q2 (Per Case 03627306) (austin.breedlove@gusto.com at Sep 25, 2019 at  3:39 PM)",2019243696.5402777778PA0000-0017757616923568058,8/16/2019,2019 2,Tier 4,"$23,989.01","$23,989.01",$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",PA0000-001,Hand Key,Kinzi,12/9/2019,,12/12/2019,Done,No,Yes,"fake news -- no tax amount change. will be reconciled on annual
",State Tax,,16.0
Access Control Technologies,https://app.gusto.com/panda/companies/7757616923717112,North Carolina State Tax,NC0000-001,"$249,731.70","$249,731.70","$9,277.00","$240,596.05","$240,596.05","$8,917.00",$0.00,,2019143626.5375NC0000-0017757616923717112,6/7/2019,2019 1,Tier 3,"-$9,135.65","-$9,135.65",-$360.00,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",NC0000-001,Paper,Baker,12/9/2019,,12/11/2019,Done,No,No,sent 12/12,Reversal,,26.0
Access Control Technologies,https://app.gusto.com/panda/companies/7757616923717112,North Carolina State Unemployment Tax,NC0000-010,"$253,351.83","$253,351.83","$2,052.17","$242,759.02","$242,759.02","$1,966.37",$0.00,,2019143626.5375NC0000-0107757616923717112,6/7/2019,2019 1,Tier 1,"-$10,592.81","-$10,592.81",-$85.80,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",NC0000-010,Paper,Ben,12/9/2019,,12/10/2019,Done,No,No,Done,External,,26.0
